RSHA,BS,RHOB,CALI,DRHO,GR,RDEP,CALI_corr
1.4989,12.25,2.5235,12.56,0.0081,14.88,1.1816,0.3100000000000005
1.1546,12.25,2.4825,12.56,0.0074,13.45,1.075,0.3100000000000005
1.0065,12.25,2.464,12.56,0.0082,14.18,0.9937,0.3100000000000005
0.9797,12.25,2.4611,12.56,0.0046,15.62,0.9483,0.3100000000000005
0.987,12.25,2.4704,12.56,0.0044,16.54,0.936,0.3100000000000005
0.9928,12.25,2.4795,12.56,0.0062,16.05,0.9581,0.3100000000000005
1.02,12.25,2.4819,12.56,0.0073,15.0,1.0003,0.3100000000000005
1.0901,12.25,2.4698,12.56,0.0036,14.84,1.0286,0.3100000000000005
1.1819,12.25,2.469,12.56,-0.0053,14.28,1.0308,0.3100000000000005
1.2469,12.25,2.4831,12.5,-0.0077,15.35,0.9983,0.25
1.2176,12.25,2.4953,12.43,-0.0074,16.49,0.9346,0.17999999999999972
1.1049,12.25,2.48,12.19,-0.0046,18.39,0.8631,-0.0600000000000005
0.9336,12.25,2.4433,12.18,-0.0049,17.65,0.8038,-0.07000000000000028
0.7607,12.25,2.4062,12.18,-0.0086,16.62,0.7422,-0.07000000000000028
0.6704,12.25,2.3862,12.18,-0.0097,16.49,0.6918,-0.07000000000000028
0.6399,12.25,2.3737,12.27,-0.0075,17.17,0.6619,0.019999999999999574
0.6496,12.25,2.3711,12.27,-0.0046,17.96,0.6465,0.019999999999999574
0.6727,12.25,2.3635,12.27,-0.0085,17.51,0.6528,0.019999999999999574
0.7323,12.25,2.3668,12.32,-0.0134,17.71,0.6786,0.07000000000000028
0.8267,12.25,2.3877,12.36,-0.0141,18.48,0.7084,0.10999999999999943
0.9202,12.25,2.4163,12.37,-0.0114,19.05,0.7353,0.11999999999999922
0.9685,12.25,2.4396,12.37,-0.0094,18.52,0.7559,0.11999999999999922
0.9231,12.25,2.441,12.29,-0.0097,16.67,0.7635,0.03999999999999915
0.8471,12.25,2.425,12.27,-0.0079,15.79,0.7533,0.019999999999999574
0.7837,12.25,2.4014,12.27,-0.0051,15.87,0.7281,0.019999999999999574
0.7447,12.25,2.3746,12.27,-0.0086,17.28,0.6912,0.019999999999999574
0.7184,12.25,2.3674,12.27,-0.0056,18.22,0.6525,0.019999999999999574
0.6887,12.25,2.3548,12.27,-0.0068,18.57,0.6217,0.019999999999999574
0.6671,12.25,2.354,12.27,-0.0055,17.65,0.5988,0.019999999999999574
0.6607,12.25,2.3521,12.27,-0.0118,16.18,0.583,0.019999999999999574
0.6765,12.25,2.3642,12.27,-0.0154,15.87,0.5762,0.019999999999999574
0.6977,12.25,2.3819,12.27,-0.011,17.13,0.5793,0.019999999999999574
0.6989,12.25,2.3867,12.27,-0.0094,18.89,0.5905,0.019999999999999574
0.6983,12.25,2.387,12.27,-0.0125,17.76,0.6106,0.019999999999999574
0.7072,12.25,2.3889,12.27,-0.0159,15.62,0.6365,0.019999999999999574
0.7446,12.25,2.4012,12.27,-0.0184,14.13,0.6626,0.019999999999999574
0.8094,12.25,2.4095,12.24,-0.0153,14.75,0.694,-0.009999999999999787
0.8522,12.25,2.4269,12.18,-0.011,15.23,0.737,-0.07000000000000028
0.9066,12.25,2.4355,12.18,-0.0052,14.55,0.7872,-0.07000000000000028
1.0049,12.25,2.4746,12.18,-0.0003,13.72,0.8446,-0.07000000000000028
1.0994,12.25,2.4967,12.21,-0.0055,14.35,0.916,-0.03999999999999915
1.0992,12.25,2.5234,12.27,-0.004,14.93,0.9809,0.019999999999999574
1.0782,12.25,2.5015,12.27,-0.0062,16.02,1.0388,0.019999999999999574
1.1587,12.25,2.485,12.27,-0.0031,17.48,1.0892,0.019999999999999574
1.3226,12.25,2.4755,12.36,-0.0043,17.92,1.1198,0.10999999999999943
1.3303,12.25,2.475,12.54,-0.0058,18.05,1.1881,0.28999999999999915
1.174,12.25,2.4618,12.68,-0.0086,17.47,1.3094,0.4299999999999997
1.0776,12.25,2.4554,12.82,-0.0074,17.69,1.4355,0.5700000000000003
1.2208,12.25,2.4757,12.84,-0.0059,17.78,1.537,0.5899999999999999
1.5779,12.25,2.5043,12.88,-0.0059,16.52,1.5836,0.6300000000000008
2.0927,12.25,2.5295,12.96,-0.0095,15.97,1.5393,0.7100000000000009
2.625,12.25,2.5479,13.05,-0.0084,16.67,1.4708,0.8000000000000007
2.636,12.25,2.5744,13.11,-0.0019,17.86,1.4037,0.8599999999999994
1.9344,12.25,2.5685,13.29,0.0027,18.26,1.3352,1.0399999999999991
1.3733,12.25,2.5276,13.52,0.0015,17.21,1.279,1.2699999999999996
1.0861,12.25,2.4799,13.58,-0.0008,17.74,1.2218,1.33
0.9839,12.25,2.445,13.58,-0.006,18.57,1.1326,1.33
1.0198,12.25,2.4393,13.6,-0.0077,18.89,1.026,1.3499999999999996
1.1749,12.25,2.4522,13.67,-0.0074,19.47,0.9467,1.42
1.3535,12.25,2.4859,13.67,-0.0018,19.36,0.8994,1.42
1.3102,12.25,2.5012,13.67,-0.0015,19.56,0.8879,1.42
1.1295,12.25,2.4926,13.77,-0.001,17.04,0.9075,1.5199999999999996
0.9996,12.25,2.4685,13.92,-0.0065,15.94,0.9304,1.67
0.9821,12.25,2.4614,14.0,-0.0055,15.64,0.925,1.75
1.0342,12.25,2.4572,14.1,-0.0086,16.78,0.8954,1.8499999999999996
1.0903,12.25,2.4627,14.13,-0.0042,16.56,0.8638,1.8800000000000008
1.098,12.25,2.4668,14.13,-0.0002,16.36,0.8428,1.8800000000000008
1.0743,12.25,2.467,14.13,0.0032,15.78,0.8271,1.8800000000000008
1.0434,12.25,2.4557,14.13,0.0002,16.64,0.8233,1.8800000000000008
1.0103,12.25,2.4399,14.13,-0.0064,18.68,0.8306,1.8800000000000008
0.9756,12.25,2.4409,14.13,-0.0078,19.22,0.851,1.8800000000000008
0.9467,12.25,2.4382,14.1,-0.0115,18.83,0.8907,1.8499999999999996
0.9537,12.25,2.4502,14.04,-0.0062,17.68,0.9593,1.7899999999999991
1.0081,12.25,2.4453,13.96,-0.0109,17.71,1.0585,1.7100000000000009
1.1546,12.25,2.4676,13.79,-0.0094,17.43,1.1755,1.5399999999999991
1.4824,12.25,2.4944,13.75,-0.0134,16.69,1.3066,1.5
2.0497,12.25,2.5383,13.9,-0.0118,15.95,1.4449,1.6500000000000004
2.5823,12.25,2.5664,13.95,-0.0126,16.22,1.5649,1.6999999999999993
2.6152,12.25,2.5717,13.95,-0.0095,16.79,1.6735,1.6999999999999993
2.2324,12.25,2.5598,13.86,-0.0093,17.63,1.7686,1.6099999999999994
1.8304,12.25,2.5477,13.86,-0.0019,18.81,1.8019,1.6099999999999994
1.5955,12.25,2.5357,13.86,-0.0001,20.07,1.7882,1.6099999999999994
1.5566,12.25,2.5331,13.97,0.0032,19.6,1.7872,1.7200000000000006
1.6696,12.25,2.5349,14.08,-0.0021,18.99,1.822,1.83
1.917,12.25,2.5482,14.23,-0.0066,17.2,1.9281,1.9800000000000004
2.275,12.25,2.5603,14.37,-0.0059,18.46,2.1545,2.119999999999999
2.912,12.25,2.5845,14.42,0.0042,19.43,2.4726,2.17
4.0635,12.25,2.6264,14.28,0.0329,20.29,2.7807,2.0299999999999994
5.7038,12.25,2.6525,13.96,0.0379,18.15,3.0365,1.7100000000000009
6.3333,12.25,2.6418,13.63,0.0252,15.61,3.2035,1.3800000000000008
5.0544,12.25,2.6147,13.49,0.0079,15.14,3.2991,1.2400000000000002
3.7268,12.25,2.5933,13.5,0.0091,15.72,3.4007,1.25
2.844,12.25,2.561,13.48,0.0047,17.12,3.4101,1.2300000000000004
2.5363,12.25,2.544,13.48,0.0016,17.5,3.2757,1.2300000000000004
2.6877,12.25,2.5355,13.4,-0.0017,18.45,3.1459,1.1500000000000004
3.1775,12.25,2.5557,13.39,0.0031,19.47,3.0824,1.1400000000000006
3.8126,12.25,2.5692,13.39,0.008,19.88,3.0963,1.1400000000000006
4.4011,12.25,2.5907,13.48,0.0179,18.44,3.2878,1.2300000000000004
4.8926,12.25,2.5901,13.48,0.0204,17.56,3.6614,1.2300000000000004
5.3961,12.25,2.6135,13.48,0.0329,17.66,4.0807,1.2300000000000004
5.8599,12.25,2.6225,13.55,0.0296,18.26,4.5252,1.3000000000000007
6.2838,12.25,2.6362,13.48,0.0233,16.93,5.0038,1.2300000000000004
6.6022,12.25,2.6257,13.23,0.0119,14.66,5.344,0.9800000000000004
7.7408,12.25,2.625,13.13,0.0062,14.44,5.5651,0.8800000000000008
9.6904,12.25,2.6447,13.05,0.01,14.36,5.7411,0.8000000000000007
9.7516,12.25,2.645,12.56,0.0047,15.4,5.4858,0.3100000000000005
7.5184,12.25,2.6318,12.32,0.0062,14.6,5.0638,0.07000000000000028
5.9031,12.25,2.5943,12.19,0.0027,15.46,4.5115,-0.0600000000000005
4.9844,12.25,2.5939,12.08,0.007,16.87,3.895,-0.16999999999999993
4.091,12.25,2.5959,12.0,0.0036,18.58,3.3001,-0.25
3.2039,12.25,2.5998,11.91,0.0057,18.58,2.8681,-0.33999999999999986
2.6619,12.25,2.5849,11.91,0.0036,17.89,2.52,-0.33999999999999986
2.432,12.25,2.5746,11.91,0.003,17.53,2.2417,-0.33999999999999986
2.3775,12.25,2.5721,11.91,0.0002,16.59,2.0447,-0.33999999999999986
2.3074,12.25,2.5598,11.91,-0.0055,14.85,1.8838,-0.33999999999999986
2.1995,12.25,2.5496,11.91,-0.0091,14.22,1.7722,-0.33999999999999986
2.0764,12.25,2.5434,11.91,-0.007,14.05,1.6968,-0.33999999999999986
1.9718,12.25,2.5336,11.91,-0.0078,14.65,1.6286,-0.33999999999999986
1.8861,12.25,2.5349,11.91,0.0009,14.99,1.5834,-0.33999999999999986
1.7904,12.25,2.5294,11.91,0.007,16.36,1.5745,-0.33999999999999986
1.6714,12.25,2.5478,11.91,0.022,15.96,1.6135,-0.33999999999999986
1.6037,12.25,2.5528,11.91,0.0262,15.95,1.7038,-0.33999999999999986
1.7097,12.25,2.553,11.91,0.019,15.48,1.8226,-0.33999999999999986
2.0802,12.25,2.5624,11.91,0.0103,16.68,1.9272,-0.33999999999999986
2.7784,12.25,2.5865,11.91,0.0066,16.9,1.9807,-0.33999999999999986
3.5166,12.25,2.6266,11.91,0.0109,17.34,1.9386,-0.33999999999999986
3.3397,12.25,2.66,11.91,0.0291,16.3,1.8211,-0.33999999999999986
2.3308,12.25,2.6441,11.84,0.0261,15.83,1.6486,-0.41000000000000014
1.5215,12.25,2.595,11.81,0.0213,15.94,1.4386,-0.4399999999999995
1.1187,12.25,2.5243,11.81,0.0054,16.97,1.2148,-0.4399999999999995
0.9206,12.25,2.4815,11.81,0.0026,17.28,1.019,-0.4399999999999995
0.8127,12.25,2.4433,11.81,-0.0017,16.01,0.8635,-0.4399999999999995
0.7531,12.25,2.4326,11.81,-0.0001,15.1,0.7462,-0.4399999999999995
0.727,12.25,2.4151,11.81,0.0032,14.77,0.6661,-0.4399999999999995
0.7157,12.25,2.3961,11.81,-0.0049,16.39,0.6044,-0.4399999999999995
0.7002,12.25,2.3819,11.89,-0.0077,18.37,0.5576,-0.35999999999999943
0.6705,12.25,2.3716,11.91,-0.0119,18.75,0.5247,-0.33999999999999986
0.6428,12.25,2.3672,11.91,-0.0108,16.82,0.5007,-0.33999999999999986
0.6247,12.25,2.3576,11.91,-0.014,14.79,0.4807,-0.33999999999999986
0.6075,12.25,2.357,11.91,-0.0137,14.73,0.4618,-0.33999999999999986
0.5836,12.25,2.3504,11.91,-0.0095,15.78,0.4479,-0.33999999999999986
0.5619,12.25,2.3387,11.91,-0.0102,15.8,0.4379,-0.33999999999999986
0.5481,12.25,2.3305,11.91,-0.0075,15.32,0.4309,-0.33999999999999986
0.5432,12.25,2.3206,11.91,-0.0082,15.03,0.425,-0.33999999999999986
0.5472,12.25,2.3144,11.91,-0.0088,15.46,0.421,-0.33999999999999986
0.5542,12.25,2.3074,11.91,-0.0152,15.34,0.42,-0.33999999999999986
0.5618,12.25,2.3108,11.91,-0.0202,14.99,0.4202,-0.33999999999999986
0.5607,12.25,2.3213,11.91,-0.0187,14.75,0.4254,-0.33999999999999986
0.5531,12.25,2.3164,11.91,-0.0186,15.21,0.4385,-0.33999999999999986
0.5512,12.25,2.316,11.91,-0.0199,16.32,0.4609,-0.33999999999999986
0.5574,12.25,2.316,11.91,-0.0182,17.73,0.4973,-0.33999999999999986
0.5711,12.25,2.3348,11.91,-0.013,18.69,0.5528,-0.33999999999999986
0.6078,12.25,2.3416,11.91,-0.0118,18.58,0.6312,-0.33999999999999986
0.682,12.25,2.3617,11.91,-0.008,16.75,0.7332,-0.33999999999999986
0.869,12.25,2.3893,11.91,-0.0083,15.28,0.8462,-0.33999999999999986
1.3012,12.25,2.4568,11.91,-0.0032,14.28,0.9623,-0.33999999999999986
1.8616,12.25,2.5173,11.91,-0.0061,13.78,1.0823,-0.33999999999999986
1.9201,12.25,2.5529,11.91,-0.0073,13.54,1.2091,-0.33999999999999986
1.5575,12.25,2.5268,11.91,-0.0124,14.15,1.3292,-0.33999999999999986
1.3099,12.25,2.5053,11.91,-0.0095,14.8,1.3916,-0.33999999999999986
1.2163,12.25,2.4871,11.91,-0.0093,14.42,1.3545,-0.33999999999999986
1.2097,12.25,2.4954,11.91,-0.0061,14.16,1.2644,-0.33999999999999986
1.2253,12.25,2.4885,11.91,-0.0086,14.85,1.174,-0.33999999999999986
1.1839,12.25,2.4842,11.91,-0.007,14.86,1.1013,-0.33999999999999986
1.1054,12.25,2.4624,11.91,-0.0101,13.69,1.0462,-0.33999999999999986
1.0551,12.25,2.461,11.91,-0.0038,13.87,0.9958,-0.33999999999999986
1.1208,12.25,2.4572,11.91,-0.002,15.87,0.9369,-0.33999999999999986
1.2576,12.25,2.4702,11.91,0.004,17.18,0.8791,-0.33999999999999986
1.253,12.25,2.4766,11.91,-0.0002,16.59,0.8547,-0.33999999999999986
1.0574,12.25,2.4732,11.91,-0.0014,15.19,0.8615,-0.33999999999999986
0.9169,12.25,2.4542,11.91,-0.0051,15.38,0.8786,-0.33999999999999986
0.9631,12.25,2.4276,11.91,-0.01,15.7,0.9038,-0.33999999999999986
1.1561,12.25,2.4223,11.91,-0.0135,15.87,0.9384,-0.33999999999999986
1.2787,12.25,2.4276,11.91,-0.0146,15.44,0.9957,-0.33999999999999986
1.277,12.25,2.4571,11.94,-0.0036,16.55,1.1043,-0.3100000000000005
1.343,12.25,2.49,12.0,0.0012,18.38,1.2834,-0.25
1.6923,12.25,2.5456,12.04,0.0116,21.66,1.4988,-0.21000000000000085
2.26,12.25,2.5913,12.12,0.0117,23.95,1.7722,-0.13000000000000078
2.7191,12.25,2.6212,12.18,0.0117,25.75,2.1913,-0.07000000000000028
2.8479,12.25,2.6136,12.18,0.0058,24.49,2.726,-0.07000000000000028
3.2603,12.25,2.6092,12.18,0.0026,20.38,3.2485,-0.07000000000000028
4.917,12.25,2.6184,12.18,0.0057,16.36,3.7962,-0.07000000000000028
7.8534,12.25,2.6481,12.18,0.0082,14.52,4.2617,-0.07000000000000028
8.2323,12.25,2.6575,12.18,0.0129,16.06,4.7227,-0.07000000000000028
6.5916,12.25,2.6505,12.18,0.0104,17.1,5.3682,-0.07000000000000028
5.5439,12.25,2.6453,12.18,0.0107,18.53,5.978,-0.07000000000000028
5.7513,12.25,2.645,12.18,0.0062,17.82,5.937,-0.07000000000000028
6.7582,12.25,2.6497,12.17,0.0063,16.87,5.7148,-0.08000000000000007
7.5438,12.25,2.6632,12.04,0.0086,15.71,5.5903,-0.21000000000000085
7.1326,12.25,2.6753,12.0,0.0074,16.25,5.2874,-0.25
6.5247,12.25,2.6779,12.0,0.0092,17.56,5.0076,-0.25
6.789,12.25,2.6742,12.0,0.0088,16.95,4.6568,-0.25
6.8589,12.25,2.6552,12.0,0.0083,14.93,4.0223,-0.25
6.504,12.25,2.6361,12.0,0.006,15.74,3.5263,-0.25
4.8562,12.25,2.6124,12.0,-0.0019,18.33,3.3175,-0.25
3.4601,12.25,2.595,11.91,-0.0029,21.25,3.097,-0.33999999999999986
2.6696,12.25,2.5809,11.9,-0.0052,20.35,2.9304,-0.34999999999999964
2.6163,12.25,2.5603,11.82,-0.0067,18.78,2.859,-0.4299999999999997
2.86,12.25,2.5553,11.81,-0.0087,17.25,2.7694,-0.4399999999999995
3.2352,12.25,2.5635,11.81,-0.0074,16.49,2.7128,-0.4399999999999995
3.7434,12.25,2.5903,11.81,-0.0027,16.06,2.7638,-0.4399999999999995
4.0834,12.25,2.608,11.81,-0.0015,16.06,2.7819,-0.4399999999999995
4.0305,12.25,2.6052,11.81,-0.0019,15.84,2.73,-0.4399999999999995
3.7803,12.25,2.5965,11.81,-0.0052,16.21,2.5903,-0.4399999999999995
3.1927,12.25,2.5735,11.81,-0.0127,15.6,2.3903,-0.4399999999999995
2.4678,12.25,2.5448,11.81,-0.0178,16.22,2.1279,-0.4399999999999995
1.9962,12.25,2.5223,11.81,-0.0153,16.89,1.8816,-0.4399999999999995
1.8021,12.25,2.521,11.81,-0.0124,17.0,1.666,-0.4399999999999995
1.6847,12.25,2.5248,11.81,-0.0136,16.99,1.4789,-0.4399999999999995
1.5324,12.25,2.5203,11.81,-0.0169,16.29,1.3259,-0.4399999999999995
1.3848,12.25,2.5162,11.81,-0.0074,17.16,1.2201,-0.4399999999999995
1.3076,12.25,2.4991,11.81,-0.0041,16.53,1.1433,-0.4399999999999995
1.2585,12.25,2.4811,11.81,-0.0057,16.83,1.0868,-0.4399999999999995
1.2195,12.25,2.4565,11.81,-0.015,16.39,1.0522,-0.4399999999999995
1.1861,12.25,2.4475,11.81,-0.0198,16.85,1.0411,-0.4399999999999995
1.2043,12.25,2.4564,11.81,-0.0154,17.27,1.0393,-0.4399999999999995
1.3065,12.25,2.4626,11.81,-0.0115,17.44,1.0464,-0.4399999999999995
1.4521,12.25,2.4762,11.81,-0.0016,16.97,1.0607,-0.4399999999999995
1.5257,12.25,2.477,11.81,-0.0065,16.52,1.0892,-0.4399999999999995
1.4975,12.25,2.4817,11.81,-0.0096,16.42,1.1376,-0.4399999999999995
1.4432,12.25,2.4952,11.81,-0.0098,16.77,1.2077,-0.4399999999999995
1.4542,12.25,2.5091,11.81,-0.0061,15.92,1.2887,-0.4399999999999995
1.581,12.25,2.5297,11.81,-0.0013,15.62,1.3798,-0.4399999999999995
1.759,12.25,2.5347,11.81,-0.0024,15.87,1.4781,-0.4399999999999995
1.9306,12.25,2.5388,11.81,-0.0034,16.13,1.5877,-0.4399999999999995
2.0911,12.25,2.5334,11.81,-0.008,16.23,1.7168,-0.4399999999999995
2.3468,12.25,2.5386,11.81,-0.0088,15.9,1.8616,-0.4399999999999995
2.6058,12.25,2.5578,11.81,-0.0037,16.07,2.0087,-0.4399999999999995
2.6913,12.25,2.5656,11.81,-0.0016,17.4,2.1595,-0.4399999999999995
2.5462,12.25,2.5679,11.81,-0.0024,19.99,2.3299,-0.4399999999999995
2.401,12.25,2.5595,11.81,-0.0034,21.12,2.492,-0.4399999999999995
2.4169,12.25,2.5628,11.81,-0.0034,19.84,2.627,-0.4399999999999995
2.5695,12.25,2.5611,11.81,-0.003,16.67,2.6926,-0.4399999999999995
2.8865,12.25,2.577,11.81,-0.0061,15.64,2.683,-0.4399999999999995
3.2975,12.25,2.5855,11.81,-0.0041,18.28,2.5919,-0.4399999999999995
3.4726,12.25,2.5954,11.81,0.0011,21.0,2.4539,-0.4399999999999995
3.0807,12.25,2.5809,11.81,0.0042,22.37,2.2657,-0.4399999999999995
2.3214,12.25,2.5565,11.81,-0.0011,20.42,2.0218,-0.4399999999999995
1.8251,12.25,2.5362,11.81,-0.0019,19.01,1.7573,-0.4399999999999995
1.5536,12.25,2.5256,11.81,-0.001,19.19,1.5185,-0.4399999999999995
1.4057,12.25,2.5269,11.81,0.0068,19.55,1.3285,-0.4399999999999995
1.2122,12.25,2.5091,11.81,0.0073,19.82,1.1958,-0.4399999999999995
1.0405,12.25,2.4732,11.81,0.0073,17.87,1.1267,-0.4399999999999995
0.9416,12.25,2.4306,11.81,0.0037,17.42,1.0834,-0.4399999999999995
0.9728,12.25,2.413,11.81,0.0043,17.52,1.0435,-0.4399999999999995
1.1836,12.25,2.4271,11.81,0.0058,18.5,1.0093,-0.4399999999999995
1.4391,12.25,2.4515,11.81,0.0059,17.97,0.9735,-0.4399999999999995
1.5019,12.25,2.4784,11.81,0.0091,17.47,0.942,-0.4399999999999995
1.2734,12.25,2.4659,11.81,0.0102,16.26,0.9244,-0.4399999999999995
1.0567,12.25,2.4462,11.81,0.0135,16.2,0.8988,-0.4399999999999995
0.9154,12.25,2.4008,11.81,0.0063,16.46,0.8505,-0.4399999999999995
0.8575,12.25,2.3915,11.81,0.0072,17.47,0.7857,-0.4399999999999995
0.8141,12.25,2.3835,11.81,0.0092,18.28,0.7161,-0.4399999999999995
0.7659,12.25,2.3971,11.81,0.0175,18.44,0.6565,-0.4399999999999995
0.7126,12.25,2.3839,11.81,0.0171,18.29,0.6138,-0.4399999999999995
0.6772,12.25,2.3661,11.81,0.0097,18.2,0.5869,-0.4399999999999995
0.6657,12.25,2.3509,11.81,0.0019,17.15,0.5699,-0.4399999999999995
0.6808,12.25,2.3462,11.81,-0.004,15.97,0.5599,-0.4399999999999995
0.7124,12.25,2.362,11.81,-0.0003,14.29,0.551,-0.4399999999999995
0.7659,12.25,2.3818,11.81,0.0014,14.66,0.5485,-0.4399999999999995
0.7884,12.25,2.399,11.81,0.0033,17.03,0.5607,-0.4399999999999995
0.7534,12.25,2.3962,11.81,0.0002,18.42,0.5891,-0.4399999999999995
0.719,12.25,2.3951,11.81,0.0,19.36,0.6344,-0.4399999999999995
0.7312,12.25,2.3997,11.81,0.0064,19.34,0.6972,-0.4399999999999995
0.7997,12.25,2.4131,11.81,0.0032,19.19,0.761,-0.4399999999999995
0.9466,12.25,2.4412,11.81,0.0002,18.34,0.8225,-0.4399999999999995
1.2071,12.25,2.4768,11.81,-0.005,16.93,0.8964,-0.4399999999999995
1.4173,12.25,2.5204,11.81,0.002,15.95,0.9732,-0.4399999999999995
1.4401,12.25,2.5342,11.81,0.0034,16.06,1.0453,-0.4399999999999995
1.3067,12.25,2.5209,11.81,0.0002,15.71,1.1496,-0.4399999999999995
1.1458,12.25,2.4956,11.81,-0.0055,15.97,1.2462,-0.4399999999999995
1.0372,12.25,2.463,11.81,-0.0104,16.54,1.2988,-0.4399999999999995
1.1088,12.25,2.4497,11.81,-0.0153,17.9,1.3172,-0.4399999999999995
1.3612,12.25,2.4697,11.81,-0.017,18.47,1.3023,-0.4399999999999995
1.605,12.25,2.5001,11.81,-0.0162,17.94,1.2473,-0.4399999999999995
1.6379,12.25,2.5133,11.81,-0.0088,16.47,1.1996,-0.4399999999999995
1.5368,12.25,2.5102,11.81,-0.0051,15.71,1.1645,-0.4399999999999995
1.3964,12.25,2.4987,11.81,-0.0035,15.33,1.1044,-0.4399999999999995
1.2212,12.25,2.4886,11.81,-0.0048,16.52,1.029,-0.4399999999999995
1.0246,12.25,2.4645,11.81,-0.0076,19.18,0.964,-0.4399999999999995
0.8631,12.25,2.4188,11.81,-0.0119,19.59,0.9027,-0.4399999999999995
0.7892,12.25,2.3775,11.81,-0.0131,18.16,0.8372,-0.4399999999999995
0.817,12.25,2.3562,11.81,-0.0159,16.28,0.7805,-0.4399999999999995
0.9147,12.25,2.3851,11.81,-0.0134,15.69,0.7369,-0.4399999999999995
0.9525,12.25,2.4236,11.81,-0.0118,16.37,0.7125,-0.4399999999999995
0.8983,12.25,2.4382,11.81,-0.0099,16.51,0.7149,-0.4399999999999995
0.8003,12.25,2.4042,11.81,-0.0139,18.12,0.7403,-0.4399999999999995
0.7902,12.25,2.3804,11.81,-0.0155,18.6,0.7627,-0.4399999999999995
0.8806,12.25,2.379,11.81,-0.0179,18.29,0.7656,-0.4399999999999995
1.051,12.25,2.4251,11.81,-0.0098,16.17,0.7549,-0.4399999999999995
1.1009,12.25,2.4421,11.81,-0.0143,15.88,0.7471,-0.4399999999999995
0.9777,12.25,2.4392,11.81,-0.0101,17.04,0.7474,-0.4399999999999995
0.8221,12.25,2.4099,11.81,-0.0144,19.34,0.7583,-0.4399999999999995
0.7485,12.25,2.3826,11.81,-0.0174,19.55,0.7707,-0.4399999999999995
0.7268,12.25,2.3679,11.81,-0.0199,18.2,0.7676,-0.4399999999999995
0.7403,12.25,2.3614,11.81,-0.0232,16.32,0.7549,-0.4399999999999995
0.7841,12.25,2.3817,11.81,-0.0179,15.97,0.7467,-0.4399999999999995
0.8364,12.25,2.4009,11.81,-0.0194,16.16,0.7336,-0.4399999999999995
0.8994,12.25,2.4246,11.81,-0.0186,16.37,0.7144,-0.4399999999999995
0.9391,12.25,2.4335,11.81,-0.0199,16.28,0.6875,-0.4399999999999995
0.9015,12.25,2.4302,11.81,-0.0205,16.99,0.6587,-0.4399999999999995
0.7832,12.25,2.4037,11.81,-0.0228,18.37,0.6366,-0.4399999999999995
0.6747,12.25,2.371,11.81,-0.0252,18.04,0.6155,-0.4399999999999995
0.6133,12.25,2.3615,11.81,-0.0245,16.52,0.5924,-0.4399999999999995
0.5927,12.25,2.3629,11.81,-0.0221,16.3,0.5643,-0.4399999999999995
0.6038,12.25,2.3874,11.81,-0.0188,16.76,0.5303,-0.4399999999999995
0.6331,12.25,2.4351,11.81,-0.0144,17.56,0.4936,-0.4399999999999995
0.676,12.25,2.4812,11.81,-0.0114,16.89,0.4658,-0.4399999999999995
0.666,12.25,2.4802,11.81,-0.0131,16.78,0.4459,-0.4399999999999995
0.6044,12.25,2.4274,11.81,-0.0178,16.79,0.4329,-0.4399999999999995
0.5296,12.25,2.3592,11.81,-0.024,16.55,0.4228,-0.4399999999999995
0.483,12.25,2.3202,11.81,-0.0262,16.97,0.4116,-0.4399999999999995
0.4621,12.25,2.3039,11.81,-0.0254,17.54,0.3958,-0.4399999999999995
0.4542,12.25,2.3068,11.81,-0.018,17.35,0.3809,-0.4399999999999995
0.4559,12.25,2.3136,11.81,-0.0162,17.01,0.371,-0.4399999999999995
0.4529,12.25,2.3112,11.81,-0.0193,17.77,0.367,-0.4399999999999995
0.449,12.25,2.3072,11.81,-0.0237,19.33,0.3652,-0.4399999999999995
0.448,12.25,2.2995,11.81,-0.0193,20.07,0.369,-0.4399999999999995
0.4472,12.25,2.2915,11.81,-0.019,19.48,0.3721,-0.4399999999999995
0.4522,12.25,2.2872,11.81,-0.0181,18.16,0.3752,-0.4399999999999995
0.4602,12.25,2.2851,11.81,-0.0222,15.99,0.3822,-0.4399999999999995
0.4688,12.25,2.285,11.81,-0.0229,15.2,0.3922,-0.4399999999999995
0.467,12.25,2.2831,11.81,-0.0262,14.54,0.4043,-0.4399999999999995
0.4662,12.25,2.2868,11.81,-0.0245,15.74,0.4193,-0.4399999999999995
0.4706,12.25,2.2926,11.81,-0.0217,16.28,0.4342,-0.4399999999999995
0.4892,12.25,2.3118,11.81,-0.0155,17.38,0.4474,-0.4399999999999995
0.505,12.25,2.3196,11.81,-0.0165,18.1,0.4645,-0.4399999999999995
0.5129,12.25,2.3219,11.81,-0.0161,17.5,0.4876,-0.4399999999999995
0.5147,12.25,2.3022,11.81,-0.018,17.69,0.5154,-0.4399999999999995
0.536,12.25,2.301,11.81,-0.0176,18.45,0.5414,-0.4399999999999995
0.6037,12.25,2.3151,11.81,-0.0208,19.24,0.5665,-0.4399999999999995
0.6574,12.25,2.3367,11.81,-0.0192,18.13,0.5933,-0.4399999999999995
0.6681,12.25,2.3493,11.81,-0.0186,16.11,0.6163,-0.4399999999999995
0.6779,12.25,2.3547,11.81,-0.0181,15.24,0.6349,-0.4399999999999995
0.7364,12.25,2.3738,11.81,-0.0222,16.32,0.6415,-0.4399999999999995
