RSHA,BS,RHOB,CALI,DRHO,GR,RDEP,CALI_corr
2.5981,14.75,2.087,19.2,0.0081,73.42,2.9158,4.449999999999999
2.6242,14.75,2.088,18.59,0.0087,70.53,2.9114,3.84
2.6022,14.75,2.088,17.84,0.0073,70.96,2.8929,3.09
2.5786,14.75,2.089,18.07,0.0105,72.69,2.905,3.3200000000000003
2.5616,14.75,2.091,18.81,0.0144,75.97,2.9301,4.059999999999999
2.5693,14.75,2.094,18.91,0.0221,77.21,2.9319,4.16
2.5852,14.75,2.103,19.45,0.0383,76.76,2.9203,4.699999999999999
2.5762,14.75,2.1179,20.18,0.0588,73.33,2.9464,5.43
2.5776,14.75,2.1349,20.06,0.0766,72.02,2.9273,5.309999999999999
2.575,14.75,2.143,20.08,0.0823,73.57,2.9186,5.329999999999998
2.5973,14.75,2.151,20.48,0.0908,76.37,2.9196,5.73
2.5792,14.75,2.159,20.44,0.0991,76.44,2.8513,5.690000000000001
2.5896,14.75,2.156,18.98,0.0949,74.22,2.8154,4.23
2.5542,14.75,2.1371,19.17,0.0722,70.49,2.8145,4.420000000000002
2.6139,14.75,2.1171,20.58,0.0464,68.32,2.9224,5.829999999999998
2.5957,14.75,2.1031,20.79,0.023,66.28,2.9833,6.039999999999999
2.6518,14.75,2.095,21.07,0.0081,68.3,3.0275,6.32
2.6591,14.75,2.094,21.69,0.0025,71.28,3.0464,6.940000000000001
2.7497,14.75,2.099,21.95,0.002,73.12,3.0284,7.199999999999999
2.8002,14.75,2.102,21.66,0.0014,73.2,3.0319,6.91
2.8106,14.75,2.102,21.3,-0.0009,72.87,3.0297,6.550000000000001
2.726,14.75,2.097,21.37,-0.002,74.38,3.0185,6.620000000000001
2.6363,14.75,2.099,21.94,-0.0015,74.66,3.072,7.190000000000001
2.6279,14.75,2.1,22.41,0.0005,73.29,3.0629,7.66
2.6786,14.75,2.104,22.56,0.0048,73.9,3.0714,7.809999999999999
2.7255,14.75,2.102,22.75,0.0062,74.95,3.0537,8.0
2.7336,14.75,2.098,22.74,0.0037,77.06,3.0614,7.989999999999998
2.7425,14.75,2.093,22.62,0.0006,78.28,3.054,7.870000000000001
2.7631,14.75,2.092,22.58,-0.0002,76.91,3.0417,7.829999999999998
2.7914,14.75,2.089,22.43,0.0019,76.19,3.0385,7.68
2.8223,14.75,2.082,22.1,0.0052,72.92,3.0419,7.350000000000001
2.8245,14.75,2.079,21.93,0.009,72.95,3.0165,7.18
2.7931,14.75,2.082,21.65,0.0099,72.24,3.011,6.899999999999999
2.7814,14.75,2.084,21.56,0.0081,71.27,3.0363,6.809999999999999
2.7864,14.75,2.081,21.93,0.0053,71.0,3.0545,7.18
2.7921,14.75,2.077,22.15,0.0044,71.66,3.0757,7.399999999999999
2.7932,14.75,2.073,22.25,0.0034,75.82,3.1093,7.5
2.7846,14.75,2.069,22.36,0.005,75.76,3.1147,7.609999999999999
2.7946,14.75,2.068,22.52,0.0059,76.96,3.1227,7.77
2.8294,14.75,2.068,22.2,0.0069,75.56,3.1197,7.449999999999999
2.8591,14.75,2.0799,21.81,0.0128,74.69,3.1147,7.059999999999999
2.8452,14.75,2.085,21.72,0.0176,71.5,3.098,6.969999999999999
2.7822,14.75,2.0959,21.98,0.0248,67.3,3.0841,7.23
2.7177,14.75,2.0851,22.16,0.0118,65.04,3.0733,7.41
2.6753,14.75,2.091,22.28,0.0149,65.2,3.0774,7.530000000000001
2.6811,14.75,2.089,22.44,0.0133,67.28,3.0948,7.690000000000001
2.7377,14.75,2.093,22.38,0.0176,68.21,3.1054,7.629999999999999
2.8283,14.75,2.0811,22.48,0.0124,69.01,3.1107,7.73
2.9118,14.75,2.081,22.53,0.0127,69.42,3.1062,7.780000000000001
2.947,14.75,2.087,22.54,0.016,70.92,3.093,7.789999999999999
2.9216,14.75,2.088,22.26,0.0166,70.01,3.0531,7.510000000000002
2.8884,14.75,2.096,21.7,0.0259,71.67,3.0121,6.949999999999999
2.8501,14.75,2.098,21.75,0.0319,71.67,2.9616,7.0
2.7821,14.75,2.096,22.6,0.029,71.13,2.9418,7.850000000000001
2.6914,14.75,2.099,22.76,0.0312,70.36,2.9394,8.010000000000002
2.6454,14.75,2.095,22.55,0.0271,70.21,2.9562,7.800000000000001
2.6625,14.75,2.09,22.45,0.0234,69.21,2.9597,7.699999999999999
2.6969,14.75,2.092,22.36,0.0264,67.92,2.956,7.609999999999999
2.749,14.75,2.1,22.54,0.0389,69.9,2.9558,7.789999999999999
2.7859,14.75,2.1139,22.02,0.0566,71.0,2.9523,7.27
2.7677,14.75,2.0981,21.5,0.0476,70.07,2.9451,6.75
2.6862,14.75,2.097,21.38,0.0508,68.39,2.9608,6.629999999999999
2.6304,14.75,2.0891,21.43,0.0482,69.3,3.0037,6.68
2.5431,14.75,2.1079,20.95,0.0667,71.1,3.1076,6.199999999999999
2.4762,14.75,2.0911,21.23,0.0556,72.18,3.2207,6.48
2.4272,14.75,2.0771,21.18,0.04,70.14,3.2771,6.43
2.4281,14.75,2.0581,21.05,0.016,68.51,3.2042,6.300000000000001
2.441,14.75,2.066,20.93,0.0133,65.57,2.9834,6.18
2.4285,14.75,2.061,21.16,0.0132,65.93,2.6283,6.41
2.2453,14.75,2.0341,20.43,0.0099,63.05,2.3244,5.68
1.8344,14.75,1.9434,19.64,0.0074,56.9,2.1394,4.890000000000001
1.4338,14.75,1.8136,20.01,0.0107,46.85,2.0498,5.260000000000002
1.2805,14.75,1.6608,20.99,0.0214,38.63,2.017,6.239999999999998
1.2716,14.75,1.6173,22.46,0.0253,34.98,1.9823,7.710000000000001
1.3209,14.75,1.6659,23.26,0.0203,34.99,1.8612,8.510000000000002
1.4035,14.75,1.7904,22.45,0.0088,35.53,1.6782,7.699999999999999
1.5265,14.75,1.8566,22.64,0.0245,36.47,1.5513,7.890000000000001
1.5832,14.75,1.8191,23.34,0.0616,36.07,1.5461,8.59
1.5433,14.75,1.6627,23.34,0.0632,37.6,1.6712,8.59
1.4443,14.75,1.479,23.34,0.0178,39.97,1.8609,8.59
1.4018,14.75,1.4632,23.34,0.0003,46.18,2.0213,8.59
1.5062,14.75,1.6035,23.02,0.008,53.09,2.133,8.27
1.8119,14.75,1.8518,19.97,0.0142,55.93,2.1906,5.219999999999999
2.065,14.75,1.9932,18.36,0.0095,56.1,2.2477,3.6099999999999994
2.2139,14.75,2.0169,18.87,-0.0008,56.81,2.3962,4.120000000000001
2.2849,14.75,2.0399,18.78,0.0115,60.84,2.6098,4.030000000000001
2.3482,14.75,2.0599,19.05,0.0297,63.14,2.7614,4.300000000000001
2.364,14.75,2.065,18.48,0.0444,61.96,2.9127,3.7300000000000004
2.3561,14.75,2.0521,19.28,0.0456,64.19,3.0019,4.530000000000001
2.3985,14.75,2.055,20.4,0.0498,68.24,3.0128,5.649999999999999
2.4607,14.75,2.056,20.35,0.0441,70.14,2.9706,5.600000000000001
2.5331,14.75,2.057,19.73,0.0333,68.65,2.924,4.98
2.5347,14.75,2.0411,19.94,0.0167,67.85,2.8845,5.190000000000001
2.4916,14.75,2.036,20.25,0.011,67.28,2.8683,5.5
2.4484,14.75,2.039,20.29,0.0133,65.73,2.9198,5.539999999999999
2.4545,14.75,2.041,20.85,0.0176,64.96,2.9195,6.100000000000001
2.4872,14.75,2.044,21.19,0.0265,68.36,2.9123,6.440000000000001
2.5116,14.75,2.034,20.83,0.0246,68.73,2.8989,6.079999999999998
2.473,14.75,2.027,20.63,0.0247,67.83,2.8398,5.879999999999999
2.4774,14.75,2.018,20.13,0.0222,63.16,2.7357,5.379999999999999
2.4054,14.75,2.018,19.65,0.0255,58.29,2.7023,4.899999999999999
2.3332,14.75,2.014,19.41,0.0162,52.56,2.6861,4.66
2.1626,14.75,2.008,19.37,0.0081,49.68,2.6089,4.620000000000001
2.1609,14.75,1.997,20.3,0.0027,50.12,2.5422,5.550000000000001
2.1464,14.75,1.9751,21.45,0.0018,51.54,2.515,6.699999999999999
2.1326,14.75,1.9501,22.62,0.0015,52.88,2.4784,7.870000000000001
2.0644,14.75,1.9211,22.85,-0.0008,53.34,2.4971,8.100000000000001
2.0445,14.75,1.8832,22.53,-0.0019,54.37,2.5382,7.780000000000001
2.081,14.75,1.8303,22.34,-0.0032,55.03,2.5829,7.59
2.1777,14.75,1.8052,20.29,-0.0012,57.38,2.6343,5.539999999999999
2.3204,14.75,1.8399,18.53,0.002,56.8,2.6647,3.780000000000001
2.4364,14.75,1.9286,18.48,0.001,56.58,2.6667,3.7300000000000004
2.5311,14.75,2.0156,18.01,-0.0018,58.35,2.7281,3.2600000000000016
2.5319,14.75,2.0528,17.62,-0.0049,62.19,2.7858,2.870000000000001
2.4754,14.75,2.057,17.9,-0.0022,63.57,2.8528,3.1499999999999986
2.393,14.75,2.05,18.47,-0.0015,64.61,2.9408,3.719999999999999
2.3917,14.75,2.048,18.61,0.0005,64.7,2.9763,3.8599999999999994
2.4284,14.75,2.046,18.62,0.0034,65.18,2.9365,3.870000000000001
2.4793,14.75,2.042,18.79,0.0061,62.95,2.8231,4.039999999999999
2.4316,14.75,2.037,18.58,0.0066,62.34,2.7132,3.8299999999999983
2.3672,14.75,2.03,18.44,0.0048,63.98,2.5944,3.6900000000000013
2.2508,14.75,2.0151,18.3,0.0027,64.63,2.4952,3.5500000000000007
2.1502,14.75,2.0021,18.19,0.0015,61.67,2.4704,3.4400000000000013
2.0494,14.75,1.993,18.73,0.0,60.05,2.4867,3.9800000000000004
2.0288,14.75,1.9741,19.35,-0.0019,61.11,2.4983,4.600000000000001
2.072,14.75,1.9392,19.52,-0.0018,65.33,2.527,4.77
2.2062,14.75,1.9112,19.46,-0.0005,69.61,2.5253,4.710000000000001
2.3432,14.75,1.919,19.39,-0.001,71.24,2.4948,4.640000000000001
2.4358,14.75,1.9499,19.12,-0.0041,73.43,2.5316,4.370000000000001
2.4366,14.75,1.9759,18.84,-0.0057,75.1,2.5913,4.09
2.4203,14.75,1.9879,18.62,-0.0024,77.43,2.6223,3.870000000000001
2.4337,14.75,1.989,18.5,-0.0031,79.35,2.6253,3.75
2.3992,14.75,1.984,18.89,-0.0043,79.64,2.6006,4.140000000000001
2.3091,14.75,1.9721,19.56,-0.0026,79.77,2.5424,4.809999999999999
2.233,14.75,1.972,19.76,0.0032,78.35,2.493,5.010000000000002
2.2152,14.75,1.979,19.74,0.0067,77.58,2.4521,4.989999999999998
2.1929,14.75,1.982,19.87,0.0088,78.5,2.4258,5.120000000000001
2.2043,14.75,1.983,19.77,0.0181,80.68,2.4107,5.02
2.223,14.75,1.9751,19.68,0.0189,80.27,2.4174,4.93
2.2606,14.75,1.9889,19.62,0.0297,75.95,2.4091,4.870000000000001
2.2698,14.75,1.997,19.56,0.0262,71.98,2.3969,4.809999999999999
2.2651,14.75,2.0079,19.48,0.0269,71.19,2.382,4.73
2.2304,14.75,1.9971,19.51,0.014,72.08,2.3685,4.760000000000002
2.2347,14.75,1.991,19.52,0.013,72.01,2.3633,4.77
2.2465,14.75,2.0019,19.69,0.0282,70.75,2.3808,4.940000000000001
2.2773,14.75,2.0139,19.58,0.0454,69.61,2.4045,4.829999999999998
2.2739,14.75,2.0319,19.46,0.0689,69.48,2.4254,4.710000000000001
2.3231,14.75,2.037,19.25,0.0784,67.78,2.4467,4.5
2.3511,14.75,2.0499,19.12,0.0913,70.17,2.4805,4.370000000000001
2.3494,14.75,2.043,18.88,0.0776,73.0,2.4907,4.129999999999999
2.2899,14.75,2.036,18.86,0.0646,74.98,2.526,4.109999999999999
2.2515,14.75,2.035,18.81,0.0536,74.22,2.5532,4.059999999999999
2.2733,14.75,2.041,18.92,0.0456,70.38,2.5687,4.170000000000002
2.3449,14.75,2.0698,19.15,0.0574,67.43,2.5682,4.399999999999999
2.4188,14.75,2.078,19.42,0.0503,64.43,2.6024,4.670000000000002
2.4053,14.75,2.082,19.54,0.0363,63.22,2.7046,4.789999999999999
2.3734,14.75,2.077,20.0,0.0137,62.65,2.8483,5.25
2.4062,14.75,2.0949,20.55,0.0098,61.15,2.9868,5.800000000000001
2.6369,14.75,2.1298,21.02,0.0098,63.88,3.0782,6.27
2.8935,14.75,2.1479,20.57,0.0097,65.52,3.1086,5.82
2.9421,14.75,2.145,20.21,0.0085,66.37,3.1121,5.460000000000001
2.7079,14.75,2.1201,20.23,0.0044,61.86,3.2018,5.48
2.4657,14.75,2.114,19.71,-0.0006,58.25,3.239,4.960000000000001
2.3009,14.75,2.1259,19.48,-0.0008,54.54,3.2193,4.73
2.2245,14.75,2.1459,19.93,0.0054,51.69,3.0901,5.18
2.1354,14.75,2.154,20.81,0.0124,48.5,2.9406,6.059999999999999
2.0357,14.75,2.149,21.76,0.0139,44.74,2.7856,7.010000000000002
1.8411,14.75,2.132,21.49,0.0145,42.02,2.6407,6.739999999999998
1.784,14.75,2.0703,22.78,0.0165,40.51,2.4831,8.030000000000001
1.77,14.75,2.0122,23.34,0.0489,39.02,2.298,8.59
1.7695,14.75,1.8865,23.34,0.0828,37.63,2.1763,8.59
1.7707,14.75,1.6721,23.34,0.0732,35.84,2.1063,8.59
1.7065,14.75,1.4979,23.34,0.035,36.1,2.0056,8.59
1.7101,14.75,1.4095,23.34,0.0028,38.49,1.9445,8.59
1.7136,14.75,1.416,23.34,-0.0006,38.09,1.9106,8.59
1.7416,14.75,1.4469,23.34,-0.001,37.36,1.8972,8.59
1.6958,14.75,1.5247,23.34,0.0072,36.04,1.9761,8.59
1.6156,14.75,1.6773,23.34,0.0302,36.8,2.1915,8.59
1.5878,14.75,1.8919,23.34,0.062,39.41,2.4011,8.59
1.6645,14.75,2.0701,23.34,0.0618,39.37,2.5625,8.59
1.9261,14.75,2.1675,23.33,0.0358,40.27,2.8015,8.579999999999998
2.2075,14.75,2.1879,23.31,0.0069,42.22,3.0776,8.559999999999999
2.3771,14.75,2.192,23.34,-0.0019,44.76,3.4839,8.59
2.482,14.75,2.2079,23.23,-0.003,49.08,4.2886,8.48
2.9557,14.75,2.2239,21.97,-0.0054,50.65,5.3659,7.219999999999999
3.3532,14.75,2.219,19.99,-0.0075,53.9,5.9861,5.239999999999998
3.3901,14.75,2.1931,19.65,-0.0064,56.67,5.6834,4.899999999999999
3.1529,14.75,2.1641,19.64,0.0016,61.35,4.8011,4.890000000000001
3.0139,14.75,2.1361,19.62,0.007,64.07,3.546,4.870000000000001
2.735,14.75,2.0543,19.67,0.0029,61.93,2.5716,4.920000000000002
2.0366,14.75,1.8729,19.78,-0.0107,55.52,2.1369,5.030000000000001
1.3513,14.75,1.691,20.76,-0.0213,46.46,1.9793,6.010000000000002
1.1149,14.75,1.6025,22.5,-0.0163,40.84,1.7716,7.75
1.0708,14.75,1.5911,22.86,-0.0072,38.66,1.6313,8.11
1.1155,14.75,1.6269,22.61,-0.001,38.95,1.5547,7.859999999999999
1.1277,14.75,1.6927,23.09,0.0037,39.46,1.3823,8.34
1.1975,14.75,1.8025,22.95,0.0199,36.05,1.2807,8.2
1.3572,14.75,1.9034,22.07,0.0318,32.66,1.271,7.32
1.4125,14.75,1.9149,22.41,0.0269,29.15,1.2469,7.66
1.3765,14.75,1.8214,23.22,0.0239,29.08,1.2638,8.469999999999999
1.2625,14.75,1.6508,23.34,0.0229,28.32,1.3502,8.59
1.1497,14.75,1.4739,23.34,0.0159,27.76,1.39,8.59
1.0926,14.75,1.3656,23.34,0.002,27.0,1.3541,8.59
1.0859,14.75,1.3581,23.34,-0.0064,28.18,1.3406,8.59
1.0988,14.75,1.4596,23.34,0.0006,29.26,1.3345,8.59
1.1389,14.75,1.6272,23.34,0.0206,28.84,1.3299,8.59
1.2153,14.75,1.7891,23.34,0.043,27.76,1.3575,8.59
1.2605,14.75,1.8646,23.34,0.0412,26.0,1.4163,8.59
1.2806,14.75,1.867,23.34,0.0313,25.56,1.4619,8.59
1.2751,14.75,1.8809,23.34,0.0404,25.86,1.501,8.59
1.2631,14.75,1.885,23.34,0.0546,25.79,1.5272,8.59
1.2513,14.75,1.8551,23.34,0.0648,26.66,1.5292,8.59
1.2553,14.75,1.8132,23.34,0.0691,28.1,1.506,8.59
1.2579,14.75,1.8021,23.34,0.0808,28.73,1.478,8.59
1.2435,14.75,1.8219,23.34,0.0871,29.83,1.452,8.59
1.2228,14.75,1.8509,23.34,0.0897,29.96,1.437,8.59
1.2066,14.75,1.8748,23.34,0.0885,31.11,1.4228,8.59
1.2012,14.75,1.862,23.34,0.0811,31.12,1.4071,8.59
1.2037,14.75,1.8093,23.34,0.0633,31.55,1.3954,8.59
1.2132,14.75,1.7513,23.34,0.0568,31.33,1.3873,8.59
1.2168,14.75,1.7361,23.34,0.0581,29.52,1.3786,8.59
1.2261,14.75,1.724,23.34,0.0667,28.43,1.3749,8.59
1.2154,14.75,1.6852,23.34,0.0643,28.29,1.3866,8.59
1.2054,14.75,1.6243,23.34,0.0672,28.73,1.3962,8.59
1.1848,14.75,1.5693,23.34,0.0519,28.75,1.4128,8.59
1.1832,14.75,1.5571,23.34,0.0404,28.49,1.4361,8.59
1.2005,14.75,1.5978,23.34,0.0426,28.06,1.4375,8.59
1.2346,14.75,1.6417,23.34,0.0614,26.92,1.4322,8.59
1.2659,14.75,1.624,23.34,0.0674,27.05,1.4352,8.59
1.2408,14.75,1.5395,23.34,0.0354,28.23,1.4388,8.59
1.222,14.75,1.4863,23.34,0.014,28.77,1.4496,8.59
1.1854,14.75,1.494,23.34,0.0109,28.61,1.4557,8.59
1.1891,14.75,1.5716,23.34,0.037,28.53,1.4383,8.59
1.1906,14.75,1.6595,23.34,0.0661,30.52,1.4163,8.59
1.1974,14.75,1.7007,23.34,0.0755,30.68,1.4073,8.59
1.1905,14.75,1.6383,23.34,0.0644,29.92,1.4121,8.59
1.1847,14.75,1.5325,23.34,0.0345,27.4,1.4278,8.59
1.1946,14.75,1.4345,23.34,0.0131,27.26,1.4521,8.59
1.2154,14.75,1.3942,23.34,0.0053,27.56,1.4671,8.59
1.2351,14.75,1.3821,23.34,0.0029,28.12,1.4688,8.59
1.2487,14.75,1.387,23.34,0.0012,28.05,1.4662,8.59
1.2442,14.75,1.383,23.34,-0.002,28.25,1.4698,8.59
1.2324,14.75,1.3711,23.34,-0.0027,27.41,1.4806,8.59
1.2112,14.75,1.3581,23.34,-0.0055,27.67,1.4885,8.59
1.1995,14.75,1.3381,23.34,-0.0065,28.19,1.4948,8.59
1.1932,14.75,1.3151,23.34,-0.0078,28.85,1.4905,8.59
1.1963,14.75,1.3021,23.34,-0.0115,28.02,1.4705,8.59
1.2001,14.75,1.306,23.34,-0.0138,25.8,1.4498,8.59
1.2002,14.75,1.3179,23.34,-0.0172,26.01,1.4327,8.59
1.1887,14.75,1.318,23.34,-0.0149,26.69,1.4149,8.59
1.1718,14.75,1.3041,23.34,-0.0134,28.15,1.4001,8.59
1.1554,14.75,1.2951,23.34,-0.0122,26.84,1.3869,8.59
1.1473,14.75,1.293,23.34,-0.0138,26.29,1.3719,8.59
1.1504,14.75,1.289,23.34,-0.0204,27.64,1.3564,8.59
1.1564,14.75,1.2881,23.34,-0.0236,29.78,1.3358,8.59
1.1627,14.75,1.3408,23.34,-0.0205,31.29,1.3346,8.59
1.1842,14.75,1.4704,23.34,-0.0029,31.64,1.3555,8.59
1.1877,14.75,1.6371,23.34,0.0233,31.22,1.3774,8.59
1.1954,14.75,1.7354,23.34,0.049,30.26,1.4107,8.59
1.1885,14.75,1.746,23.34,0.0495,27.79,1.4596,8.59
1.1973,14.75,1.7739,23.34,0.0456,27.01,1.4938,8.59
1.245,14.75,1.8625,23.34,0.0571,26.34,1.506,8.59
1.334,14.75,1.9316,23.34,0.0702,28.71,1.5201,8.59
1.3603,14.75,1.9051,23.34,0.0741,30.8,1.5352,8.59
1.3374,14.75,1.8354,23.34,0.0778,34.48,1.5544,8.59
1.2932,14.75,1.7863,23.34,0.0781,35.65,1.599,8.59
1.2946,14.75,1.7731,23.34,0.0729,34.22,1.6239,8.59
1.316,14.75,1.775,23.34,0.0661,32.24,1.5948,8.59
1.3412,14.75,1.763,23.34,0.0681,30.02,1.5389,8.59
1.3439,14.75,1.7152,23.34,0.0675,28.96,1.4975,8.59
1.3291,14.75,1.6384,23.34,0.0593,28.08,1.4765,8.59
1.3024,14.75,1.5624,23.34,0.0446,28.98,1.47,8.59
1.2682,14.75,1.5242,23.34,0.0344,29.79,1.484,8.59
1.243,14.75,1.521,23.34,0.0234,28.14,1.5098,8.59
1.2194,14.75,1.5389,23.34,0.0218,25.56,1.5188,8.59
1.2372,14.75,1.534,23.34,0.0261,25.36,1.4899,8.59
1.2526,14.75,1.4803,23.34,0.0222,28.02,1.4489,8.59
1.245,14.75,1.4074,23.34,0.0102,30.11,1.4203,8.59
1.1918,14.75,1.3563,23.34,-0.0029,30.33,1.4116,8.59
1.1378,14.75,1.3421,23.34,-0.006,29.62,1.4195,8.59
1.1338,14.75,1.34,23.34,-0.0032,28.95,1.4236,8.59
1.1441,14.75,1.3191,23.34,-0.0015,28.57,1.3918,8.59
1.1561,14.75,1.2792,23.34,-0.0032,28.11,1.3493,8.59
1.1305,14.75,1.2442,23.34,-0.0041,27.78,1.3267,8.59
1.0839,14.75,1.2241,23.34,-0.0042,27.53,1.3359,8.59
1.0429,14.75,1.219,23.34,-0.0062,26.89,1.3616,8.59
1.0295,14.75,1.22,23.34,-0.0089,26.46,1.3807,8.59
1.0489,14.75,1.221,23.34,-0.011,25.43,1.3627,8.59
1.0728,14.75,1.221,23.34,-0.0088,23.87,1.3192,8.59
1.0685,14.75,1.217,23.34,-0.007,22.28,1.2821,8.59
1.0228,14.75,1.216,23.34,-0.0032,23.51,1.27,8.59
0.981,14.75,1.214,23.34,-0.0021,24.8,1.2691,8.59
0.967,14.75,1.216,23.34,0.0003,24.96,1.2555,8.59
0.9672,14.75,1.213,23.34,-0.0024,23.0,1.2199,8.59
0.9682,14.75,1.213,23.34,-0.0039,21.65,1.1649,8.59
0.9574,14.75,1.209,23.34,-0.0068,23.13,1.1226,8.59
0.9477,14.75,1.211,23.34,-0.0038,22.87,1.1023,8.59
0.9311,14.75,1.21,23.34,-0.0047,23.17,1.0793,8.59
0.9192,14.75,1.209,23.34,-0.0054,22.54,1.0562,8.59
0.9087,14.75,1.207,23.34,-0.0073,22.88,1.0443,8.59
0.9051,14.75,1.21,23.34,-0.0027,22.97,1.0352,8.59
0.9061,14.75,1.213,23.34,0.0017,23.64,1.0396,8.59
0.9062,14.75,1.214,23.34,0.0024,23.48,1.0757,8.59
0.8966,14.75,1.216,23.34,0.0016,23.62,1.1403,8.59
0.8922,14.75,1.22,23.34,-0.001,23.15,1.212,8.59
0.9094,14.75,1.227,23.34,0.0002,24.72,1.2652,8.59
0.9564,14.75,1.227,23.34,-0.0021,27.15,1.283,8.59
1.0147,14.75,1.224,23.34,0.0002,27.8,1.2981,8.59
1.0497,14.75,1.219,23.34,0.0014,25.68,1.3272,8.59
1.0325,14.75,1.216,23.34,0.0032,22.64,1.3703,8.59
0.9993,14.75,1.219,23.34,0.007,22.28,1.4147,8.59
0.9765,14.75,1.218,23.34,0.0073,23.98,1.4356,8.59
0.9685,14.75,1.22,23.34,0.0073,23.82,1.4155,8.59
0.9619,14.75,1.215,23.34,0.0017,22.42,1.3673,8.59
0.961,14.75,1.215,23.34,0.0005,22.33,1.3034,8.59
0.9615,14.75,1.212,23.34,-0.001,24.34,1.2536,8.59
0.9672,14.75,1.21,23.34,-0.0029,26.37,1.221,8.59
0.97,14.75,1.209,23.34,-0.0058,26.34,1.2061,8.59
0.9696,14.75,1.213,23.34,-0.0021,25.06,1.194,8.59
0.9646,14.75,1.215,23.34,-0.0001,23.46,1.1797,8.59
0.9594,14.75,1.22,23.34,0.0054,22.93,1.1612,8.59
0.9521,14.75,1.218,23.34,0.0028,22.52,1.1376,8.59
0.953,14.75,1.217,23.34,0.0003,23.31,1.1178,8.59
0.9534,14.75,1.213,23.34,-0.0021,24.99,1.1016,8.59
0.9581,14.75,1.216,23.34,-0.0004,25.94,1.0966,8.59
0.9596,14.75,1.22,23.34,0.002,25.72,1.105,8.59
0.9677,14.75,1.218,23.34,-0.0011,25.71,1.1176,8.59
0.9782,14.75,1.216,23.34,-0.0016,25.8,1.1257,8.59
0.9937,14.75,1.219,23.34,0.0015,25.81,1.1213,8.59
1.0041,14.75,1.224,23.34,0.0061,25.6,1.0978,8.59
1.0192,14.75,1.225,23.34,0.0052,25.49,1.068,8.59
1.0332,14.75,1.22,23.34,0.0003,26.66,1.0414,8.59
1.0203,14.75,1.214,23.34,-0.0058,26.42,1.035,8.59
0.9719,14.75,1.216,23.34,-0.0104,27.05,1.0649,8.59
0.9313,14.75,1.2299,23.34,-0.0123,28.15,1.1464,8.59
0.9201,14.75,1.2439,23.34,-0.0115,31.48,1.2471,8.59
0.913,14.75,1.258,23.34,-0.0096,38.32,1.3463,8.59
0.9694,14.75,1.3188,23.34,-0.0077,44.91,1.4623,8.59
1.0753,14.75,1.4703,22.62,-0.0022,50.76,1.6056,7.870000000000001
1.2484,14.75,1.7037,20.4,0.0052,54.81,1.7719,5.649999999999999
1.5004,14.75,1.8979,18.67,0.0193,60.79,2.0255,3.9200000000000017
1.7615,14.75,1.9626,18.04,0.0228,66.44,2.3978,3.289999999999999
1.9275,14.75,1.9839,17.46,0.0169,72.55,2.7165,2.710000000000001
1.9632,14.75,2.0278,17.21,0.015,75.79,2.8655,2.460000000000001
2.1012,14.75,2.0578,17.54,0.0099,82.09,2.9417,2.789999999999999
2.2474,14.75,2.061,18.24,0.0084,85.87,2.8186,3.4899999999999984
2.2949,14.75,2.052,18.05,0.009,89.22,2.6571,3.3000000000000007
2.2805,14.75,2.041,17.61,0.0078,85.46,2.5971,2.8599999999999994
2.2381,14.75,2.0181,18.47,0.0104,83.32,2.5272,3.719999999999999
2.2488,14.75,1.9772,18.44,0.0166,82.59,2.4207,3.6900000000000013
2.2369,14.75,1.9561,18.1,0.0356,86.39,2.3126,3.3500000000000014
2.1109,14.75,1.965,18.15,0.0486,86.42,2.2722,3.3999999999999986
2.0795,14.75,1.9859,18.36,0.0433,85.33,2.1789,3.6099999999999994
2.0804,14.75,1.9969,17.54,0.0261,86.31,2.0685,2.789999999999999
2.1831,14.75,2.0,17.53,0.014,90.72,1.9805,2.780000000000001
2.1824,14.75,2.0099,17.9,0.0153,91.71,1.9324,3.1499999999999986
2.0891,14.75,2.013,17.47,0.0123,91.02,1.91,2.719999999999999
1.931,14.75,2.02,18.03,0.0108,87.56,1.9123,3.280000000000001
1.8232,14.75,2.0329,16.97,0.0106,87.02,1.9525,2.219999999999999
1.7962,14.75,2.0469,16.85,0.0092,82.36,1.9481,2.1000000000000014
1.9591,14.75,2.036,17.88,0.0065,81.13,1.9492,3.129999999999999
2.1614,14.75,2.0101,17.67,0.0104,81.05,1.9541,2.9200000000000017
2.2805,14.75,1.9742,17.78,0.0092,81.64,1.984,3.030000000000001
2.2114,14.75,1.9482,19.1,0.02,79.51,2.0378,4.350000000000001
2.1249,14.75,1.945,18.49,0.0462,78.65,2.0763,3.7399999999999984
2.0757,14.75,1.942,17.49,0.0548,80.89,2.1084,2.7399999999999984
1.9803,14.75,1.9659,18.3,0.0445,81.15,2.139,3.5500000000000007
1.9302,14.75,1.977,18.79,0.0079,79.71,2.1424,4.039999999999999
1.9235,14.75,2.0237,19.1,0.0087,76.04,2.162,4.350000000000001
1.9998,14.75,2.0548,18.8,0.019,76.43,2.1894,4.050000000000001
2.1359,14.75,2.0619,17.52,0.0186,75.15,2.2101,2.7699999999999996
2.296,14.75,2.0361,17.28,0.0194,74.76,2.2401,2.530000000000001
2.3984,14.75,1.9733,16.63,0.0265,70.69,2.2784,1.879999999999999
2.3699,14.75,1.8835,16.93,0.0265,69.18,2.2712,2.1799999999999997
